,host_name,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_identity_verified,neighbourhood_cleansed,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
80,Anthony & Ava,within an hour,100%,100%,t,11.0,12.0,"['email', 'phone']",t,Parkside,Entire home/apt,5,1.0,2.0,3.0,$173.00,1,29,1.0,2.0,29.0,29.0,1.3,29.0,t,9,30,59,154,13,13,3,154,5,143,24739.0,4.92,4.85,4.77,5.0,5.0,4.92,4.92,f,3,3,0,0,4.02
81,Anthony & Ava,within an hour,100%,100%,t,11.0,12.0,"['email', 'phone']",t,Visitacion Valley,Entire home/apt,4,2.0,2.0,3.0,$159.00,1,29,1.0,2.0,29.0,29.0,1.3,29.0,t,12,21,47,141,103,50,3,141,53,255,40545.0,4.84,4.87,4.87,4.84,4.96,4.7,4.75,t,3,3,0,0,3.67
82,Anthony & Ava,within an hour,100%,100%,t,11.0,12.0,"['email', 'phone']",t,Visitacion Valley,Entire home/apt,4,2.0,2.0,3.0,$163.00,1,29,1.0,2.0,29.0,29.0,1.3,29.0,t,10,26,49,143,120,62,4,143,64,255,41565.0,4.91,4.88,4.93,4.96,4.95,4.71,4.76,f,3,3,0,0,4.16
83,Alexander,within an hour,100%,100%,f,1.0,1.0,['phone'],t,Marina,Entire home/apt,4,2.0,2.0,2.0,$563.00,2,365,2.0,2.0,365.0,365.0,2.0,365.0,t,3,3,28,291,2,2,2,232,0,22,12386.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,1,0,0,2.0
84,Helena,within an hour,100%,100%,t,2.0,2.0,"['email', 'phone']",t,Inner Sunset,Entire home/apt,5,1.0,2.0,2.0,$257.00,2,29,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,19,49,79,168,114,23,2,168,22,253,65021.0,4.96,4.96,4.96,4.97,4.99,4.93,4.83,f,1,1,0,0,2.57
85,Laura,within an hour,100%,98%,t,2.0,6.0,"['email', 'phone']",t,Outer Sunset,Entire home/apt,3,1.0,2.0,2.0,$313.00,1,14,1.0,2.0,1125.0,1125.0,1.1,1125.0,t,26,56,83,172,160,33,1,172,34,255,79815.0,4.94,4.97,4.94,4.99,4.94,4.98,4.74,f,2,2,0,0,2.76
86,Laura,within an hour,100%,98%,t,2.0,6.0,"['email', 'phone']",t,Outer Sunset,Entire home/apt,5,,3.0,,,1,90,1.0,2.0,1125.0,1125.0,1.2,1125.0,t,0,0,0,0,54,0,0,0,0,0,,4.89,4.93,4.91,4.94,4.91,4.89,4.7,f,2,2,0,0,0.71
87,Bart & Charlene,within an hour,100%,89%,f,2.0,2.0,"['email', 'phone']",t,Inner Richmond,Entire home/apt,2,1.0,1.0,2.0,$275.00,4,30,3.0,5.0,1125.0,1125.0,4.0,1125.0,t,2,22,46,125,22,19,1,125,20,209,57475.0,4.95,4.95,4.95,4.95,5.0,4.86,4.95,f,2,2,0,0,1.59
88,Bart & Charlene,within an hour,100%,89%,f,2.0,2.0,"['email', 'phone']",t,Inner Richmond,Entire home/apt,6,,3.0,,,5,30,5.0,5.0,30.0,30.0,5.0,30.0,t,0,0,0,0,29,4,0,0,4,44,,4.97,5.0,4.97,5.0,5.0,5.0,4.86,f,2,2,0,0,0.42
89,Kimmy,within an hour,100%,100%,f,1.0,7.0,"['email', 'phone']",t,Parkside,Entire home/apt,6,1.0,3.0,3.0,$170.00,2,97,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,10,32,51,123,77,21,0,123,19,231,39270.0,4.57,4.68,4.44,4.83,4.9,4.71,4.48,f,1,1,0,0,2.23
90,Thomas,within an hour,100%,100%,t,1.0,1.0,"['email', 'phone']",t,Presidio,Entire home/apt,3,1.0,1.0,2.0,$264.00,3,27,3.0,3.0,27.0,27.0,3.0,27.0,t,12,40,47,47,69,10,0,47,9,110,29040.0,4.97,4.97,5.0,5.0,5.0,4.96,4.78,f,1,1,0,0,0.92
91,Larry,within an hour,100%,100%,t,1.0,1.0,"['email', 'phone']",t,Lakeshore,Entire home/apt,4,1.0,2.0,3.0,$170.00,2,28,1.0,3.0,1125.0,1125.0,2.1,1125.0,t,12,34,45,126,208,63,4,126,61,255,43350.0,4.91,4.9,4.87,4.97,4.98,4.87,4.82,t,1,1,0,0,4.9
92,International,within a day,100%,25%,f,23.0,69.0,['phone'],t,Marina,Entire home/apt,3,2.0,3.0,3.0,$875.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,29,59,89,364,0,0,0,305,0,0,0.0,,,,,,,,t,22,22,0,0,
93,International,within a day,100%,25%,f,23.0,69.0,['phone'],t,Nob Hill,Entire home/apt,4,2.0,2.0,2.0,$245.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,30,60,90,365,4,1,0,305,1,60,14700.0,4.5,4.25,4.0,4.25,4.75,4.25,3.75,f,22,22,0,0,0.06
94,International,within a day,100%,25%,f,23.0,69.0,['phone'],t,Pacific Heights,Entire home/apt,2,1.0,1.0,1.0,$130.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,0,0,0,60,2,0,0,0,0,0,0.0,5.0,5.0,5.0,5.0,4.5,5.0,4.5,f,22,22,0,0,0.02
95,International,within a day,100%,25%,f,23.0,69.0,['phone'],t,Presidio Heights,Entire home/apt,2,1.0,1.0,1.0,$118.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,0,0,0,199,0,0,0,139,0,0,0.0,,,,,,,,f,22,22,0,0,
96,International,within a day,100%,25%,f,23.0,69.0,['phone'],t,Financial District,Entire home/apt,2,1.0,0.0,1.0,$95.00,180,730,180.0,180.0,730.0,730.0,180.0,730.0,t,0,0,0,205,8,3,0,145,3,255,24225.0,4.25,5.0,5.0,4.75,4.0,5.0,4.13,f,22,22,0,0,0.12
97,International,within a day,100%,25%,f,23.0,69.0,['phone'],t,Marina,Entire home/apt,4,2.0,2.0,2.0,$270.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,0,30,60,335,4,0,0,275,0,0,0.0,4.5,5.0,4.75,4.5,4.5,5.0,5.0,f,22,22,0,0,0.04
98,International,within a day,100%,25%,f,23.0,69.0,['phone'],t,Pacific Heights,Entire home/apt,2,1.0,1.0,1.0,$154.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,0,30,60,335,1,0,0,275,0,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,22,22,0,0,0.02
99,International,within a day,100%,25%,f,23.0,69.0,['phone'],t,Presidio Heights,Entire home/apt,2,1.0,1.0,1.0,$118.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,0,0,0,2,6,0,0,0,1,0,0.0,4.17,4.33,4.0,4.67,4.5,4.67,4.0,f,22,22,0,0,0.09
100,International,within a day,100%,25%,f,23.0,69.0,['phone'],t,Bernal Heights,Entire home/apt,5,2.0,3.0,3.0,$298.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,0,0,0,90,0,0,0,30,0,0,0.0,,,,,,,,f,22,22,0,0,
101,International,within a day,100%,25%,f,23.0,69.0,['phone'],t,South of Market,Entire home/apt,2,1.0,1.0,1.0,$192.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,0,0,0,152,9,1,0,92,2,60,11520.0,4.22,4.44,4.56,4.44,4.44,4.67,3.78,f,22,22,0,0,0.1
102,International,within a day,100%,25%,f,23.0,69.0,['phone'],t,Pacific Heights,Entire home/apt,2,1.0,2.0,2.0,$184.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,0,0,0,46,4,0,0,0,0,0,0.0,4.25,4.5,4.25,4.25,4.25,5.0,4.5,f,22,22,0,0,0.03
103,International,within a day,100%,25%,f,23.0,69.0,['phone'],t,Presidio Heights,Entire home/apt,2,1.0,1.0,1.0,$126.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,0,30,60,335,4,0,0,275,0,0,0.0,3.5,3.75,4.25,4.0,5.0,4.75,3.5,f,22,22,0,0,0.05
104,International,within a day,100%,25%,f,23.0,69.0,['phone'],t,Western Addition,Entire home/apt,1,1.0,0.0,1.0,$91.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,0,30,60,335,0,0,0,275,0,0,0.0,,,,,,,,f,22,22,0,0,
105,International,within a day,100%,25%,f,23.0,69.0,['phone'],t,Western Addition,Entire home/apt,4,5.0,4.0,0.0,$560.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,30,60,90,179,0,0,0,179,0,0,0.0,,,,,,,,f,22,22,0,0,
106,International,within a day,100%,25%,f,23.0,69.0,['phone'],t,Presidio Heights,Entire home/apt,2,1.0,0.0,1.0,$91.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,0,0,13,288,1,0,0,228,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,f,22,22,0,0,0.01
107,International,within a day,100%,25%,f,23.0,69.0,['phone'],t,Russian Hill,Entire home/apt,2,1.0,1.0,1.0,$140.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,0,0,30,304,2,0,0,244,0,0,0.0,5.0,5.0,5.0,4.5,5.0,5.0,5.0,f,22,22,0,0,0.02
108,International,within a day,100%,25%,f,23.0,69.0,['phone'],t,Russian Hill,Entire home/apt,2,1.0,1.0,1.0,$133.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,0,0,0,274,12,0,0,214,0,0,0.0,4.42,4.75,4.83,4.83,4.58,5.0,4.08,f,22,22,0,0,0.09
109,International,within a day,100%,25%,f,23.0,69.0,['phone'],t,Russian Hill,Entire home/apt,4,2.0,2.0,2.0,$228.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,30,60,90,365,0,0,0,305,0,0,0.0,,,,,,,,f,22,22,0,0,
110,International,within a day,100%,25%,f,23.0,69.0,['phone'],t,Presidio Heights,Entire home/apt,2,1.0,1.0,1.0,$123.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,30,60,90,365,8,1,0,305,2,60,7380.0,4.38,4.5,4.38,4.25,4.75,4.75,4.5,f,22,22,0,0,0.17
111,International,within a day,100%,25%,f,23.0,69.0,['phone'],t,South of Market,Entire home/apt,4,1.0,2.0,2.0,$167.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,0,0,0,273,7,2,0,213,2,120,20040.0,4.57,4.86,4.86,4.43,4.86,5.0,4.57,f,22,22,0,0,0.11
112,International,within a day,100%,25%,f,23.0,69.0,['phone'],t,Pacific Heights,Entire home/apt,4,2.0,2.0,2.0,$228.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,0,30,60,335,0,0,0,275,0,0,0.0,,,,,,,,f,22,22,0,0,
113,International,within a day,100%,25%,f,23.0,69.0,['phone'],t,Outer Richmond,Entire home/apt,5,3.0,3.0,3.0,$390.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,30,60,90,365,0,0,0,305,0,0,0.0,,,,,,,,f,22,22,0,0,
114,Nada,within an hour,100%,100%,f,1.0,1.0,"['email', 'phone']",t,Bayview,Entire home/apt,3,1.0,1.0,2.0,$125.00,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,22,52,76,165,103,14,1,165,14,154,19250.0,4.7,4.73,4.93,4.94,4.89,4.08,4.61,f,1,1,0,0,1.59
115,Julita,within an hour,100%,100%,t,2.0,2.0,"['email', 'phone']",f,Outer Richmond,Entire home/apt,5,,3.0,,,1,28,1.0,1.0,28.0,28.0,1.0,28.0,t,0,0,0,0,11,6,0,0,6,66,,4.91,4.91,4.91,4.91,4.91,5.0,4.91,f,2,2,0,0,0.54
116,Julita,within an hour,100%,100%,t,2.0,2.0,"['email', 'phone']",f,Outer Richmond,Entire home/apt,2,1.0,0.0,1.0,$110.00,1,15,1.0,2.0,1125.0,1125.0,1.2,1125.0,t,4,23,24,24,280,44,0,24,54,255,28050.0,4.89,4.89,4.96,4.98,4.93,4.93,4.78,t,2,2,0,0,4.36
117,Daryl,within an hour,100%,99%,t,3.0,5.0,"['email', 'phone']",t,Parkside,Entire home/apt,4,2.0,2.0,4.0,$330.00,3,365,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,8,29,59,59,28,16,1,59,14,176,58080.0,5.0,5.0,5.0,4.96,4.96,5.0,4.82,f,2,2,0,0,1.54
118,Daryl,within an hour,100%,99%,t,3.0,5.0,"['email', 'phone']",t,Inner Sunset,Entire home/apt,5,1.0,2.0,4.0,$153.00,3,29,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,9,29,47,294,9,9,3,235,6,99,15147.0,5.0,5.0,5.0,5.0,5.0,4.89,4.78,f,2,2,0,0,2.13
119,Thomas,within an hour,100%,80%,t,1.0,2.0,"['email', 'phone']",f,North Beach,Entire home/apt,2,1.0,1.0,1.0,$207.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,0,29,59,334,93,1,0,275,1,60,12420.0,4.7,4.8,4.46,4.86,4.85,4.83,4.6,f,1,1,0,0,0.67
120,Diana,within an hour,100%,99%,t,17.0,25.0,"['email', 'phone', 'work_email']",t,South of Market,Entire home/apt,4,2.0,2.0,2.0,$217.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,0,0,0,93,10,1,0,93,1,60,13020.0,4.7,4.8,4.4,4.9,4.9,4.9,4.7,f,1,1,0,0,0.22
121,Emily,within a few hours,90%,100%,t,3.0,3.0,"['email', 'phone']",t,Western Addition,Entire home/apt,3,1.0,1.0,1.0,$124.00,30,365,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,1,4,34,213,16,3,0,213,3,180,22320.0,4.81,4.81,4.56,4.94,4.88,4.88,4.63,f,3,3,0,0,0.33
122,Emily,within a few hours,90%,100%,t,3.0,3.0,"['email', 'phone']",t,Twin Peaks,Entire home/apt,3,1.0,1.0,2.0,$189.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,0,0,28,118,9,5,0,118,5,255,48195.0,5.0,5.0,4.89,5.0,5.0,4.89,4.67,f,3,3,0,0,0.37
123,Emily,within a few hours,90%,100%,t,3.0,3.0,"['email', 'phone']",t,Western Addition,Entire home/apt,3,1.0,1.0,2.0,$138.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,0,9,9,180,13,4,0,180,4,240,33120.0,4.85,4.85,4.54,4.92,4.92,4.92,4.54,t,3,3,0,0,0.38
124,Wendy,,,0%,f,1.0,1.0,"['email', 'phone']",t,Outer Sunset,Private room,1,1.0,1.0,1.0,$68.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,29,59,89,179,0,0,0,179,0,0,0.0,,,,,,,,f,1,0,1,0,
125,Maksim,within an hour,100%,100%,f,1.0,3.0,"['email', 'phone']",t,Inner Richmond,Entire home/apt,6,1.0,2.0,2.0,$314.00,3,365,3.0,3.0,365.0,365.0,3.0,365.0,t,6,20,50,275,5,5,1,216,2,55,17270.0,5.0,5.0,5.0,5.0,5.0,5.0,4.8,f,1,1,0,0,1.63
126,Deborah,a few days or more,20%,6%,f,1.0,1.0,"['email', 'phone']",t,North Beach,Private room,2,1.0,1.0,1.0,$86.00,2,14,2.0,2.0,14.0,14.0,2.0,14.0,t,24,47,77,167,406,0,0,167,0,0,0.0,4.25,4.34,3.9,4.58,4.4,4.85,4.28,f,1,0,1,0,2.79
127,Lynn & Ray,within an hour,100%,99%,t,4.0,7.0,"['email', 'phone']",t,Outer Sunset,Private room,2,1.5,1.0,1.0,$66.00,1,30,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,30,31,31,31,73,10,0,31,12,110,7260.0,4.71,4.84,4.85,4.97,4.85,4.6,4.55,f,4,0,4,0,0.92
128,Lynn & Ray,within an hour,100%,99%,t,4.0,7.0,"['email', 'phone']",t,Outer Sunset,Private room,2,1.5,1.0,1.0,$63.00,1,30,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,9,10,10,10,101,15,0,10,16,165,10395.0,4.8,4.94,4.94,4.94,4.96,4.78,4.67,f,4,0,4,0,1.1
129,Lynn & Ray,within an hour,100%,99%,t,4.0,7.0,"['email', 'phone']",t,Outer Sunset,Private room,4,1.0,1.0,2.0,$92.00,1,30,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,30,31,31,31,136,8,0,31,8,88,8096.0,4.85,4.94,4.96,4.96,4.95,4.89,4.67,f,4,0,4,0,1.47
130,Lynn & Ray,within an hour,100%,99%,t,4.0,7.0,"['email', 'phone']",t,Outer Sunset,Private room,2,1.5,1.0,1.0,$55.00,1,30,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,23,23,23,23,130,23,0,23,24,253,13915.0,4.9,4.96,4.96,4.96,4.97,4.84,4.81,f,4,0,4,0,1.41
131,Li,within an hour,100%,100%,f,1.0,2.0,"['email', 'phone']",f,Outer Mission,Entire home/apt,4,1.0,2.0,2.0,$124.00,2,28,2.0,2.0,28.0,28.0,2.0,28.0,t,17,47,77,166,50,23,1,166,24,253,31372.0,4.74,4.8,4.86,5.0,4.86,4.67,4.66,f,1,1,0,0,2.21
132,Rosa,,,,f,1.0,1.0,"['email', 'phone']",t,Bernal Heights,Entire home/apt,4,2.0,2.0,2.0,$220.00,30,208,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,0,0,0,123,42,0,0,123,0,0,0.0,4.81,4.88,4.76,4.98,4.9,4.88,4.52,f,1,1,0,0,0.47
133,Sandy,within a few hours,100%,38%,t,6.0,20.0,"['email', 'phone']",t,Ocean View,Entire home/apt,2,,1.0,,,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,0,0,0,274,0,0,0,214,0,0,,,,,,,,,f,5,2,3,0,
134,Sandy,within a few hours,100%,38%,t,6.0,20.0,"['email', 'phone']",t,Outer Mission,Private room,2,0.0,0.0,1.0,$45.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,0,0,0,212,3,0,0,153,0,0,0.0,5.0,4.0,4.0,5.0,5.0,5.0,4.67,f,5,2,3,0,0.07
135,Sandy,within a few hours,100%,38%,t,6.0,20.0,"['email', 'phone']",t,Ocean View,Private room,1,,,,,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,0,0,0,212,1,0,0,153,0,0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,5,2,3,0,0.03
136,Sandy,within a few hours,100%,38%,t,6.0,20.0,"['email', 'phone']",t,Outer Mission,Private room,1,,3.0,,,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,0,0,0,274,2,1,0,215,1,60,,4.5,4.5,4.5,5.0,5.0,5.0,5.0,f,5,2,3,0,0.13
137,Sandy,within a few hours,100%,38%,t,6.0,20.0,"['email', 'phone']",t,Ocean View,Entire home/apt,2,,1.0,,,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,0,26,26,224,6,2,0,164,2,120,,5.0,5.0,4.83,5.0,5.0,5.0,4.83,f,5,2,3,0,0.13
138,Georgina,within a few hours,100%,96%,t,1.0,1.0,"['email', 'phone', 'work_email']",t,West of Twin Peaks,Entire home/apt,3,1.0,1.0,2.0,$175.00,2,60,2.0,2.0,60.0,60.0,2.0,60.0,t,24,54,84,359,293,31,1,300,32,255,44625.0,4.95,4.96,4.91,4.99,4.98,4.89,4.82,f,1,1,0,0,3.05
139,Lisa,within an hour,100%,100%,t,1.0,1.0,"['email', 'phone']",t,Outer Sunset,Entire home/apt,2,1.0,1.0,1.0,$140.00,2,15,1.0,2.0,1125.0,1125.0,2.0,1125.0,t,3,17,36,36,360,53,1,36,55,255,35700.0,4.87,4.95,4.93,4.96,4.96,4.9,4.82,t,1,1,0,0,5.21
140,Elena,within a few hours,100%,91%,t,3.0,4.0,"['email', 'phone', 'work_email']",t,Western Addition,Private room,1,0.0,0.0,1.0,$74.00,60,360,60.0,60.0,360.0,360.0,60.0,360.0,t,0,29,59,149,17,4,0,149,3,255,18870.0,4.94,5.0,4.76,5.0,5.0,4.82,4.88,f,3,0,3,0,0.14
141,Elena,within a few hours,100%,91%,t,3.0,4.0,"['email', 'phone', 'work_email']",t,Western Addition,Private room,1,1.0,1.0,0.0,$89.00,60,365,60.0,60.0,365.0,365.0,60.0,365.0,t,21,51,81,171,14,2,0,171,2,240,21360.0,4.93,5.0,4.79,5.0,5.0,4.93,4.71,f,3,0,3,0,0.18
142,Elena,within a few hours,100%,91%,t,3.0,4.0,"['email', 'phone', 'work_email']",t,Western Addition,Private room,1,1.0,1.0,1.0,$72.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,0,0,7,97,8,1,0,97,2,60,4320.0,4.88,5.0,4.63,5.0,5.0,5.0,4.88,f,3,0,3,0,0.08
143,Inés,within an hour,100%,100%,t,1.0,3.0,"['email', 'phone']",t,Excelsior,Private room,4,1.0,2.0,3.0,$84.00,2,28,2.0,2.0,28.0,28.0,2.0,28.0,t,10,35,65,135,158,9,0,135,9,99,8316.0,4.91,4.93,4.93,4.96,4.98,4.75,4.87,f,1,0,1,0,1.71
144,Rafe,within an hour,100%,100%,t,1.0,1.0,"['email', 'phone']",t,Noe Valley,Entire home/apt,2,1.0,1.0,1.0,$99.00,2,29,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,17,47,73,73,372,27,0,73,30,255,25245.0,4.87,4.93,4.87,4.98,4.96,4.93,4.72,t,1,1,0,0,3.4
145,Kristen,within an hour,100%,100%,f,1.0,2.0,"['email', 'phone']",t,Diamond Heights,Entire home/apt,7,2.0,4.0,5.0,$523.00,3,20,5.0,5.0,1125.0,1125.0,5.0,1125.0,t,0,0,0,33,28,3,1,33,2,33,17259.0,4.86,4.89,4.93,4.96,4.96,4.86,4.68,t,1,1,0,0,0.59
146,Joyce,within an hour,100%,94%,t,1.0,2.0,"['email', 'phone']",f,Inner Richmond,Entire home/apt,4,1.0,1.0,2.0,$280.00,2,29,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,8,31,61,61,187,43,2,61,41,255,71400.0,4.94,4.94,4.99,4.98,4.99,4.86,4.7,f,1,1,0,0,2.03
147,Laney,within an hour,100%,50%,t,1.0,1.0,"['email', 'phone']",t,Pacific Heights,Entire home/apt,2,1.0,0.0,1.0,$106.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,0,4,34,184,9,1,0,184,2,60,6360.0,5.0,5.0,5.0,5.0,5.0,5.0,4.78,f,1,1,0,0,0.23
148,Lucia,within an hour,100%,100%,t,1.0,3.0,"['email', 'phone']",t,Western Addition,Entire home/apt,2,1.0,0.0,1.0,$80.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,2,29,32,277,32,3,0,218,3,180,14400.0,4.88,4.78,4.78,5.0,5.0,5.0,4.66,f,1,1,0,0,0.35
149,Heather,within a few hours,90%,98%,f,1.0,2.0,"['email', 'phone']",t,Outer Sunset,Entire home/apt,3,1.0,1.0,2.0,$134.00,2,28,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,1,2,2,33,629,54,0,33,69,255,34170.0,4.97,4.97,4.97,4.96,4.97,4.89,4.92,f,1,1,0,0,5.66
150,John,within a few hours,100%,100%,t,1.0,1.0,"['email', 'phone']",t,North Beach,Entire home/apt,4,1.5,2.0,2.0,$150.00,30,180,30.0,30.0,180.0,180.0,30.0,180.0,t,1,5,35,278,126,4,0,219,4,240,36000.0,4.94,4.88,4.95,4.95,4.98,4.91,4.81,f,1,1,0,0,0.89
151,Michael,within an hour,100%,100%,f,1.0,1.0,"['email', 'phone']",t,West of Twin Peaks,Entire home/apt,3,1.0,0.0,1.0,$80.00,1,29,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,0,8,13,164,421,46,1,143,47,255,20400.0,4.74,4.83,4.71,4.93,4.8,4.86,4.72,t,1,1,0,0,4.68
152,Jessicca,within an hour,100%,100%,f,2.0,4.0,"['email', 'phone', 'work_email']",t,Haight Ashbury,Private room,2,1.0,1.0,0.0,$139.00,1,30,1.0,1.0,30.0,30.0,1.0,30.0,t,0,0,0,178,9,9,0,178,8,99,13761.0,4.56,4.78,4.89,4.56,4.56,4.89,4.78,t,2,0,2,0,1.63
153,Jessicca,within an hour,100%,100%,f,2.0,4.0,"['email', 'phone', 'work_email']",t,Haight Ashbury,Private room,2,1.0,1.0,1.0,$139.00,1,30,1.0,1.0,30.0,30.0,1.0,30.0,t,0,0,27,298,23,23,0,239,21,253,35167.0,5.0,5.0,5.0,5.0,4.96,4.96,4.78,f,2,0,2,0,2.53
154,Emilie,within an hour,100%,92%,f,6.0,8.0,"['email', 'phone']",t,Western Addition,Entire home/apt,3,1.0,2.0,3.0,$125.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,23,27,56,56,47,0,0,56,1,0,0.0,4.91,4.94,4.98,5.0,4.98,4.91,4.76,f,2,2,0,0,0.44
155,Emilie,within an hour,100%,92%,f,6.0,8.0,"['email', 'phone']",t,Western Addition,Entire home/apt,4,2.0,3.0,4.0,$225.00,30,365,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,23,27,27,113,265,3,0,113,4,180,40500.0,4.88,4.87,4.93,4.92,4.91,4.86,4.77,f,2,2,0,0,1.53
156,Leticia,within an hour,100%,90%,t,1.0,2.0,"['email', 'phone']",t,Inner Richmond,Entire home/apt,2,1.0,1.0,2.0,$177.00,3,29,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,1,6,11,24,409,28,1,24,29,255,45135.0,4.9,4.93,4.94,4.98,4.98,4.91,4.86,f,1,1,0,0,3.02
157,,,,,t,,,,,Russian Hill,Entire home/apt,2,1.0,1.0,1.0,$172.00,5,11,5.0,5.0,1125.0,1125.0,5.0,1125.0,t,7,21,34,94,397,31,1,94,34,255,43860.0,4.89,4.94,4.9,4.93,4.87,4.94,4.82,f,1,1,0,0,3.0
158,Johnny,within an hour,100%,100%,t,2.0,2.0,"['email', 'phone']",t,Western Addition,Private room,1,1.0,1.0,1.0,$90.00,30,90,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,7,37,67,156,25,5,0,156,6,255,22950.0,5.0,5.0,4.92,5.0,5.0,4.96,4.96,f,2,0,2,0,0.46
159,Johnny,within an hour,100%,100%,t,2.0,2.0,"['email', 'phone']",t,Western Addition,Private room,1,1.0,1.0,1.0,$110.00,30,145,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,29,59,89,169,9,5,0,169,5,255,28050.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2,0,2,0,0.45
160,Fanny,within an hour,100%,99%,t,2.0,7.0,"['email', 'phone']",t,Lakeshore,Entire home/apt,5,2.0,2.0,3.0,$149.00,2,28,2.0,2.0,28.0,28.0,2.0,28.0,t,12,25,55,144,119,45,5,144,48,255,37995.0,4.72,4.82,4.76,4.9,4.89,4.71,4.68,f,2,1,1,0,4.11
161,Fanny,within an hour,100%,99%,t,2.0,7.0,"['email', 'phone']",t,Lakeshore,Private room,4,1.0,1.0,2.0,$110.00,2,60,2.0,2.0,60.0,60.0,2.0,60.0,t,30,60,90,179,2,0,0,179,0,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,f,2,1,1,0,0.03
