,host_name,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_identity_verified,neighbourhood_cleansed,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
3807,Len,,,,f,1.0,1.0,"['email', 'phone', 'work_email']",t,Western Addition,Entire home/apt,2,1.0,1.0,1.0,$125.00,183,731,183.0,183.0,731.0,731.0,183.0,731.0,t,24,54,84,358,109,0,0,299,0,0,0.0,4.89,4.9,4.86,4.98,4.99,4.87,4.79,f,1,1,0,0,0.62
3808,Ian,within a few hours,100%,94%,f,1.0,1.0,"['email', 'phone', 'work_email']",t,Potrero Hill,Entire home/apt,2,1.0,1.0,1.0,$347.00,4,30,4.0,4.0,30.0,30.0,4.0,30.0,t,13,43,73,338,51,7,0,279,6,77,26719.0,4.94,4.9,4.84,4.9,4.92,4.88,4.86,f,1,1,0,0,0.56
3809,Annie,within an hour,100%,100%,,7.0,9.0,"['email', 'phone']",t,Outer Richmond,Entire home/apt,3,1.0,2.0,2.0,$110.00,30,120,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,2,2,2,245,6,3,0,186,4,180,19800.0,4.83,5.0,5.0,5.0,4.83,4.67,4.67,t,1,1,0,0,0.25
3810,1906 Mission,within an hour,91%,99%,f,4.0,4.0,"['email', 'phone']",t,Mission,Private room,2,1.0,1.0,1.0,$79.00,7,1125,7.0,7.0,365.0,365.0,7.0,365.0,t,30,60,90,365,92,13,0,305,18,182,14378.0,4.49,4.52,4.71,4.46,4.52,4.15,4.39,t,4,0,4,0,1.5
3811,1906 Mission,within an hour,91%,99%,f,4.0,4.0,"['email', 'phone']",t,Mission,Private room,2,1.0,1.0,1.0,$79.00,7,1125,7.0,7.0,365.0,365.0,7.0,365.0,t,30,60,90,365,39,13,0,305,11,182,14378.0,4.31,4.41,4.59,4.36,4.44,3.82,4.26,t,4,0,4,0,0.68
3812,1906 Mission,within an hour,91%,99%,f,4.0,4.0,"['email', 'phone']",t,Mission,Private room,2,1.0,1.0,1.0,$83.00,7,1125,7.0,7.0,365.0,365.0,7.0,365.0,t,30,60,90,365,28,4,0,305,4,56,4648.0,4.25,4.57,4.68,4.61,4.46,3.75,4.32,t,4,0,4,0,0.49
3813,1906 Mission,within an hour,91%,99%,f,4.0,4.0,"['email', 'phone']",t,Mission,Private room,2,1.0,1.0,1.0,$114.00,1,28,1.0,1.0,28.0,28.0,1.0,28.0,t,29,56,86,361,121,29,2,301,27,255,29070.0,4.41,4.56,4.77,4.5,4.59,4.1,4.36,t,4,0,4,0,1.95
3814,Sarah,within an hour,100%,100%,t,1.0,3.0,"['email', 'phone']",t,Mission,Entire home/apt,6,1.0,3.0,3.0,$404.00,3,365,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,19,36,56,145,79,21,2,145,19,231,93324.0,4.94,4.94,4.91,4.96,4.99,4.78,4.8,f,1,1,0,0,2.28
3815,Stephen,within an hour,100%,88%,t,1.0,1.0,"['email', 'phone']",t,Noe Valley,Entire home/apt,4,1.0,2.0,2.0,$525.00,4,28,4.0,4.0,28.0,28.0,4.0,28.0,t,2,32,62,328,127,11,2,269,11,121,63525.0,4.96,4.97,4.98,5.0,4.99,4.95,4.81,f,1,1,0,0,1.28
3816,Stacy,within a day,70%,100%,f,2.0,3.0,"['email', 'phone']",t,South of Market,Entire home/apt,1,1.0,1.0,1.0,$39.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,1,30,30,205,0,0,0,146,0,0,0.0,,,,,,,,t,2,1,1,0,
3817,Stacy,within a day,70%,100%,f,2.0,3.0,"['email', 'phone']",t,South of Market,Private room,1,0.5,1.0,1.0,$60.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,29,59,59,59,1,1,0,59,0,60,3600.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2,1,1,0,0.75
3818,Joy,,,,f,1.0,1.0,"['email', 'phone']",t,Russian Hill,Private room,4,,1.0,,,2,7,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,0,0,0,0,0,0,0,0,0,0,,,,,,,,,f,1,0,1,0,
3819,Lawrence,within a few hours,100%,44%,f,1.0,1.0,"['email', 'phone']",t,Haight Ashbury,Entire home/apt,2,1.0,1.0,1.0,$195.00,2,30,2.0,2.0,30.0,30.0,2.0,30.0,t,5,8,19,283,178,2,0,224,3,22,4290.0,4.79,4.73,4.77,4.83,4.78,4.89,4.73,f,1,1,0,0,1.1
3820,Minhao,within an hour,100%,98%,t,8.0,9.0,"['email', 'phone']",t,Mission,Private room,2,,,,,2,365,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,0,0,0,0,20,0,0,0,0,0,,5.0,5.0,5.0,5.0,5.0,5.0,4.95,f,8,4,4,0,0.63
3821,Minhao,within an hour,100%,98%,t,8.0,9.0,"['email', 'phone']",t,Mission,Entire home/apt,4,1.5,2.0,3.0,$267.00,2,365,1.0,2.0,365.0,365.0,2.0,365.0,t,3,3,3,3,4,1,0,3,1,11,2937.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,f,8,4,4,0,0.14
3822,Minhao,within an hour,100%,98%,t,8.0,9.0,"['email', 'phone']",t,Mission,Entire home/apt,4,1.5,2.0,2.0,$267.00,2,365,1.0,2.0,365.0,365.0,2.0,365.0,t,3,3,3,3,37,7,0,3,7,77,20559.0,4.89,4.86,4.89,5.0,4.97,4.92,4.76,f,8,4,4,0,1.21
3823,Minhao,within an hour,100%,98%,t,8.0,9.0,"['email', 'phone']",t,Mission,Private room,2,,,,,2,365,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,0,0,0,0,15,0,0,0,0,0,,4.87,5.0,5.0,4.73,5.0,5.0,4.73,f,8,4,4,0,0.44
3824,Minhao,within an hour,100%,98%,t,8.0,9.0,"['email', 'phone']",t,Mission,Entire home/apt,8,1.5,4.0,5.0,$340.00,1,365,1.0,2.0,365.0,365.0,1.3,365.0,t,15,29,30,30,22,22,1,30,19,242,82280.0,4.77,4.82,4.91,5.0,5.0,5.0,4.73,f,8,4,4,0,2.45
3825,Minhao,within an hour,100%,98%,t,8.0,9.0,"['email', 'phone']",t,Mission,Entire home/apt,6,1.5,3.0,4.0,$305.00,1,365,1.0,2.0,1125.0,1125.0,1.3,1125.0,t,3,3,3,3,10,6,0,3,10,66,20130.0,4.9,4.9,4.9,4.9,4.9,4.9,4.7,f,8,4,4,0,0.7
3826,Minhao,within an hour,100%,98%,t,8.0,9.0,"['email', 'phone']",t,Mission,Private room,6,,3.0,,,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,0,0,0,0,25,4,0,0,4,44,,4.88,4.88,4.84,4.96,4.92,4.92,4.64,f,8,4,4,0,0.85
3827,Minhao,within an hour,100%,98%,t,8.0,9.0,"['email', 'phone']",t,Mission,Private room,2,,,,,2,365,2.0,2.0,365.0,365.0,2.0,365.0,t,0,0,0,0,9,1,0,0,1,11,,5.0,5.0,5.0,5.0,5.0,5.0,4.78,f,8,4,4,0,0.38
3828,Daniela,within an hour,100%,100%,f,1.0,1.0,"['email', 'phone']",t,Twin Peaks,Entire home/apt,6,2.5,3.0,3.0,"$1,045.00",2,21,2.0,3.0,21.0,21.0,2.3,21.0,t,30,60,90,364,46,2,0,305,1,22,22990.0,4.87,4.89,4.83,4.76,4.83,4.96,4.65,f,1,1,0,0,0.56
3829,Lingzi,within an hour,90%,96%,,9.0,11.0,"['email', 'phone']",t,South of Market,Entire home/apt,3,,1.0,,,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,0,0,0,0,10,10,2,0,6,110,,5.0,5.0,5.0,4.9,4.9,5.0,4.9,f,1,1,0,0,3.66
3830,Brett,,,,f,1.0,1.0,"['email', 'phone']",t,Bernal Heights,Entire home/apt,1,,1.0,,,30,180,30.0,30.0,180.0,180.0,30.0,180.0,t,0,0,0,0,7,0,0,0,0,0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.08
3831,Lake,a few days or more,33%,50%,f,1.0,3.0,"['email', 'phone']",t,Western Addition,Entire home/apt,6,1.0,3.0,3.0,$285.00,30,60,30.0,30.0,60.0,60.0,30.0,60.0,t,30,60,90,179,17,0,0,179,0,0,0.0,4.82,4.88,5.0,5.0,4.88,4.82,4.76,f,1,1,0,0,0.42
3832,戸上,within a few hours,82%,60%,f,1.0,2.0,"['email', 'phone']",t,South of Market,Private room,1,1.0,3.0,3.0,$41.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,5,35,65,339,0,0,0,280,0,0,0.0,,,,,,,,f,1,0,1,0,
3833,Matthew Suk-Won,within a day,60%,0%,f,2.0,6.0,"['email', 'phone']",t,South of Market,Private room,2,10.0,1.0,1.0,$55.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,0,30,59,59,0,0,0,59,0,0,0.0,,,,,,,,f,2,0,2,0,
3834,Matthew Suk-Won,within a day,60%,0%,f,2.0,6.0,"['email', 'phone']",t,South of Market,Private room,2,10.0,1.0,1.0,$55.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,0,30,59,59,0,0,0,59,0,0,0.0,,,,,,,,f,2,0,2,0,
3835,Michael,within an hour,100%,67%,f,1.0,6.0,"['email', 'phone']",t,Marina,Entire home/apt,2,1.0,1.0,1.0,$159.00,31,60,31.0,31.0,60.0,60.0,31.0,60.0,t,7,37,66,66,0,0,0,66,0,0,0.0,,,,,,,,f,1,1,0,0,
3836,Geneva Nkechi,within an hour,100%,86%,f,4.0,4.0,"['email', 'phone']",t,Western Addition,Entire home/apt,2,1.0,1.0,0.0,$114.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,0,0,30,304,0,0,0,245,0,0,0.0,,,,,,,,t,3,3,0,0,
3837,Geneva Nkechi,within an hour,100%,86%,f,4.0,4.0,"['email', 'phone']",t,Western Addition,Entire home/apt,4,1.0,3.0,3.0,$148.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,0,1,11,208,0,0,0,149,0,0,0.0,,,,,,,,f,3,3,0,0,
3838,Geneva Nkechi,within an hour,100%,86%,f,4.0,4.0,"['email', 'phone']",t,Western Addition,Entire home/apt,4,1.0,3.0,1.0,$145.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,0,30,60,250,0,0,0,191,0,0,0.0,,,,,,,,t,3,3,0,0,
3839,Michael,within an hour,100%,97%,t,1.0,1.0,"['email', 'phone']",t,Bernal Heights,Entire home/apt,2,1.0,1.0,1.0,$90.00,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,9,16,45,45,188,35,3,45,31,255,22950.0,4.89,4.88,4.89,4.9,4.86,4.7,4.82,f,1,1,0,0,1.33
3840,Jian,within an hour,100%,100%,t,1.0,2.0,"['email', 'phone']",f,West of Twin Peaks,Entire home/apt,2,1.0,0.0,1.0,$90.00,3,45,3.0,3.0,45.0,45.0,3.0,45.0,t,10,27,38,120,202,26,2,120,27,255,22950.0,4.94,4.95,4.99,4.97,4.98,4.93,4.82,f,1,1,0,0,2.68
3841,Shannon,within a few hours,100%,80%,t,1.0,2.0,"['email', 'phone']",t,West of Twin Peaks,Entire home/apt,3,1.0,1.0,1.0,$130.00,1,10,1.0,1.0,10.0,10.0,1.0,10.0,t,4,30,59,59,63,63,4,59,52,255,33150.0,4.92,4.83,4.95,4.95,4.92,4.97,4.78,f,1,1,0,0,6.43
3842,Leslie,,,,f,1.0,1.0,"['email', 'phone', 'work_email']",t,South of Market,Entire home/apt,1,1.0,1.0,1.0,$166.00,120,300,120.0,120.0,1125.0,1125.0,120.0,1125.0,t,0,0,0,60,8,0,0,0,0,0,0.0,5.0,4.88,4.75,5.0,5.0,5.0,4.63,f,1,1,0,0,0.09
3843,Alexis,within a few hours,100%,97%,f,2.0,2.0,"['email', 'phone']",t,Western Addition,Entire home/apt,5,1.0,3.0,3.0,$447.00,3,365,3.0,3.0,365.0,365.0,3.0,365.0,t,21,48,78,257,12,12,1,257,9,132,59004.0,4.92,4.83,5.0,5.0,4.92,5.0,4.67,f,1,1,0,0,1.84
3844,Nat,,,100%,f,1.0,1.0,"['email', 'phone', 'work_email']",t,Mission,Entire home/apt,4,1.0,2.0,6.0,$188.00,3,30,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,3,6,6,15,59,6,0,15,6,66,12408.0,4.92,4.92,4.76,5.0,4.95,4.98,4.78,t,1,1,0,0,0.6
3845,Jorge,,,0%,f,1.0,2.0,"['email', 'phone']",t,Western Addition,Entire home/apt,5,1.0,2.0,3.0,$221.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,29,59,89,364,10,0,0,304,0,0,0.0,4.7,4.7,4.9,4.5,4.5,4.9,4.5,f,1,1,0,0,0.11
3846,Jennice,within an hour,100%,80%,f,5.0,5.0,['phone'],t,West of Twin Peaks,Entire home/apt,6,1.5,3.0,4.0,$116.00,30,90,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,26,54,54,325,0,0,0,266,0,0,0.0,,,,,,,,t,1,1,0,0,
3847,Mike,within an hour,100%,100%,t,3.0,8.0,"['email', 'phone']",t,South of Market,Entire home/apt,4,1.0,3.0,3.0,$120.00,60,730,60.0,60.0,730.0,730.0,60.0,730.0,t,0,30,47,252,7,2,0,193,2,240,28800.0,4.43,4.86,4.29,4.43,5.0,4.14,4.86,f,1,1,0,0,0.16
3848,Kenneth,within a few hours,100%,92%,t,1.0,1.0,"['email', 'phone']",t,Nob Hill,Entire home/apt,5,1.5,2.0,3.0,$414.00,3,7,3.0,3.0,7.0,7.0,3.0,7.0,t,23,53,83,262,10,7,0,262,7,77,31878.0,5.0,5.0,4.9,4.9,4.9,5.0,4.7,f,1,1,0,0,0.58
3849,Clint,within a few hours,100%,100%,t,1.0,4.0,"['email', 'phone', 'work_email']",t,South of Market,Entire home/apt,4,2.0,2.0,2.0,$150.00,30,730,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,13,13,35,249,39,4,1,190,3,240,36000.0,4.67,4.79,4.46,4.92,4.95,4.37,4.64,f,1,1,0,0,0.37
3850,Gary,within an hour,100%,60%,f,1.0,2.0,"['email', 'phone', 'work_email']",t,South of Market,Entire home/apt,3,1.0,2.0,0.0,$200.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,2,2,15,231,0,0,0,172,0,0,0.0,,,,,,,,f,1,1,0,0,
3851,Maria,within a few hours,100%,100%,f,2.0,6.0,"['email', 'phone', 'work_email']",t,Mission,Entire home/apt,6,1.0,3.0,3.0,$400.00,30,365,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,9,9,9,172,57,4,0,112,4,240,96000.0,4.86,4.94,4.9,4.98,5.0,4.76,4.78,f,1,1,0,0,0.56
3852,Feb,within a few hours,100%,100%,f,8.0,14.0,"['email', 'phone']",t,Mission,Entire home/apt,2,1.0,0.0,1.0,$139.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,0,0,21,217,6,3,0,158,3,180,25020.0,5.0,5.0,4.83,5.0,5.0,4.5,4.67,t,1,1,0,0,0.31
3853,Joerg,within a day,100%,100%,f,1.0,2.0,['phone'],f,Nob Hill,Entire home/apt,4,1.0,2.0,2.0,$180.00,30,90,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,0,0,0,61,7,0,0,1,0,0,0.0,4.43,4.86,4.86,5.0,4.86,4.57,4.29,t,1,1,0,0,0.14
3854,Tony,within an hour,100%,100%,t,2.0,2.0,"['email', 'phone']",t,Financial District,Entire home/apt,2,1.0,1.0,1.0,$159.00,31,365,31.0,31.0,365.0,365.0,31.0,365.0,t,2,2,32,33,0,0,0,33,0,0,0.0,,,,,,,,f,1,1,0,0,
3855,Nancy,within an hour,100%,99%,t,3.0,3.0,"['email', 'phone']",t,Outer Sunset,Entire home/apt,2,1.0,1.0,1.0,$109.00,2,29,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,23,41,71,160,93,33,3,160,29,255,27795.0,4.95,4.94,4.94,4.95,4.99,4.89,4.76,f,3,3,0,0,3.18
3856,Nancy,within an hour,100%,99%,t,3.0,3.0,"['email', 'phone']",t,Outer Sunset,Entire home/apt,2,1.0,1.0,1.0,$119.00,2,29,2.0,2.0,29.0,29.0,2.0,29.0,t,26,56,86,175,55,45,1,175,52,255,30345.0,4.84,4.85,4.95,4.85,4.82,4.87,4.69,f,3,3,0,0,3.37
3857,Nancy,within an hour,100%,99%,t,3.0,3.0,"['email', 'phone']",t,Outer Sunset,Entire home/apt,2,1.0,1.0,1.0,$114.00,2,29,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,23,53,83,172,85,38,2,172,40,255,29070.0,4.98,4.94,4.94,4.94,4.99,4.89,4.82,f,3,3,0,0,3.5
3858,Sarika,,,,f,1.0,3.0,"['email', 'phone']",t,South of Market,Private room,2,1.0,1.0,1.0,$104.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,,28,58,88,362,0,0,0,303,0,0,0.0,,,,,,,,f,1,0,1,0,
3859,Patricia,within a few hours,100%,100%,f,1.0,1.0,"['email', 'phone']",t,Noe Valley,Entire home/apt,4,1.0,2.0,2.0,$150.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,0,30,60,239,6,1,0,239,1,60,9000.0,5.0,5.0,4.83,5.0,5.0,5.0,4.83,f,1,1,0,0,0.11
3860,Barbara,a few days or more,0%,,f,1.0,1.0,['phone'],t,Nob Hill,Entire home/apt,2,1.0,2.0,3.0,$150.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,30,60,90,365,0,0,0,305,0,0,0.0,,,,,,,,t,1,1,0,0,
3861,Kieraj,,,,f,1.0,4.0,"['email', 'phone', 'work_email']",t,South of Market,Private room,2,1.0,1.0,1.0,$83.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,28,58,88,362,0,0,0,303,0,0,0.0,,,,,,,,f,1,0,1,0,
3862,Thang,within an hour,100%,91%,t,1.0,1.0,"['email', 'phone']",t,Outer Sunset,Entire home/apt,3,1.0,1.0,1.0,$185.00,2,29,2.0,2.0,29.0,29.0,2.0,29.0,t,17,42,71,71,59,36,2,71,33,255,47175.0,4.88,4.93,4.98,4.85,4.97,4.95,4.83,f,1,1,0,0,2.69
3863,Nili,,,,f,2.0,4.0,"['email', 'phone']",t,South of Market,Private room,2,1.0,1.0,1.0,$200.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,30,60,90,364,0,0,0,305,0,0,0.0,,,,,,,,f,1,0,1,0,
3864,Bassel,within an hour,100%,100%,t,1.0,1.0,"['email', 'phone']",t,West of Twin Peaks,Entire home/apt,4,1.0,1.0,2.0,$120.00,2,21,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,16,37,64,299,409,34,5,240,31,255,30600.0,4.91,4.94,4.97,4.98,4.99,4.88,4.8,f,1,1,0,0,3.97
3865,Nina,within an hour,100%,97%,t,1.0,3.0,"['email', 'phone', 'work_email']",t,Mission,Entire home/apt,7,2.0,4.0,4.0,$314.00,1,365,1.0,3.0,365.0,365.0,1.2,365.0,t,0,0,2,31,17,17,1,31,16,187,58718.0,5.0,5.0,4.94,4.82,5.0,4.88,4.76,f,1,1,0,0,1.51
3866,Monica,within a few hours,100%,76%,t,2.0,4.0,"['email', 'phone']",t,Mission,Entire home/apt,4,1.0,2.0,2.0,$108.00,30,120,30.0,30.0,120.0,120.0,30.0,120.0,t,0,29,57,260,6,1,0,200,1,60,6480.0,5.0,5.0,5.0,5.0,5.0,4.5,4.83,f,2,2,0,0,0.11
3867,Monica,within a few hours,100%,76%,t,2.0,4.0,"['email', 'phone']",t,Mission,Entire home/apt,4,,2.0,,,30,120,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,0,0,0,45,112,3,1,17,3,180,,4.95,4.97,4.98,4.98,4.98,4.79,4.78,t,2,2,0,0,0.96
3868,Todd,within an hour,100%,99%,t,1.0,2.0,"['email', 'phone', 'work_email']",t,Outer Sunset,Entire home/apt,4,1.0,1.0,2.0,$136.00,1,28,1.0,1.0,28.0,28.0,1.0,28.0,t,8,17,24,38,414,48,1,38,50,255,34680.0,4.93,4.97,4.95,4.98,4.98,4.93,4.82,f,1,1,0,0,4.85
3869,Ruixi,within an hour,100%,94%,t,2.0,3.0,"['email', 'phone']",t,Excelsior,Private room,2,1.5,1.0,1.0,$60.00,1,30,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,4,18,40,304,154,61,1,245,63,255,15300.0,4.92,4.93,4.95,4.93,4.97,4.77,4.84,f,2,0,2,0,4.98
3870,Ruixi,within an hour,100%,94%,t,2.0,3.0,"['email', 'phone']",t,Excelsior,Private room,2,1.0,1.0,1.0,$49.00,1,30,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,5,15,45,319,68,55,4,260,55,255,12495.0,4.99,4.99,4.96,4.97,5.0,4.84,4.85,f,2,0,2,0,4.15
3871,Loc,within an hour,100%,85%,f,1.0,2.0,"['email', 'phone']",f,Bayview,Private room,4,1.0,2.0,2.0,$108.00,1,15,1.0,1.0,15.0,15.0,1.0,15.0,t,30,60,89,89,12,12,0,89,11,132,14256.0,4.42,4.33,4.67,4.92,4.75,3.42,4.33,f,1,0,1,0,1.22
3872,Craig,within an hour,100%,100%,t,5.0,5.0,"['email', 'phone']",t,Noe Valley,Private room,2,1.0,1.0,1.0,$75.00,1,92,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,7,14,40,105,265,32,2,105,33,255,19125.0,4.98,4.97,4.98,5.0,4.97,4.89,4.92,t,5,0,5,0,3.53
3873,Craig,within an hour,100%,100%,t,5.0,5.0,"['email', 'phone']",t,Noe Valley,Private room,2,1.0,1.0,1.0,$75.00,1,92,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,5,19,41,112,166,19,6,112,15,209,15675.0,4.96,4.98,4.96,4.99,5.0,4.89,4.89,t,5,0,5,0,1.84
3874,Craig,within an hour,100%,100%,t,5.0,5.0,"['email', 'phone']",t,Noe Valley,Private room,2,1.0,1.0,1.0,$75.00,1,92,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,8,24,38,123,270,51,2,123,59,255,19125.0,4.99,4.99,4.98,4.99,4.99,4.93,4.91,t,5,0,5,0,5.05
3875,Craig,within an hour,100%,100%,t,5.0,5.0,"['email', 'phone']",t,Noe Valley,Private room,2,1.0,1.0,1.0,$75.00,1,92,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,8,18,29,88,209,57,3,88,56,255,19125.0,4.98,4.98,4.98,5.0,4.99,4.96,4.94,t,5,0,5,0,5.21
3876,Craig,within an hour,100%,100%,t,5.0,5.0,"['email', 'phone']",t,Noe Valley,Private room,2,1.0,1.0,1.0,$75.00,1,92,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,8,9,30,112,414,36,1,112,37,255,19125.0,4.96,4.96,4.96,4.99,4.98,4.89,4.88,t,5,0,5,0,4.72
3877,Antigone,within a few hours,88%,93%,t,2.0,2.0,"['email', 'phone']",f,Mission,Private room,2,1.0,1.0,1.0,$92.00,2,90,3.0,14.0,90.0,90.0,3.8,90.0,t,4,30,48,170,188,25,3,170,23,255,23460.0,4.94,4.95,4.89,4.99,4.98,4.95,4.92,f,2,1,1,0,1.53
3878,Antigone,within a few hours,88%,93%,t,2.0,2.0,"['email', 'phone']",f,Mission,Entire home/apt,3,1.0,2.0,2.0,$170.00,14,45,1.0,14.0,45.0,45.0,13.8,45.0,t,0,26,44,185,22,3,0,185,4,84,14280.0,4.95,4.91,4.5,4.95,5.0,4.86,4.86,f,2,1,1,0,0.19
3879,Thea,within a few hours,100%,61%,t,3.0,4.0,"['email', 'phone', 'work_email']",t,Noe Valley,Private room,2,1.5,1.0,1.0,$88.00,2,7,2.0,2.0,7.0,7.0,2.0,7.0,t,22,49,79,168,76,5,0,168,6,55,4840.0,4.95,4.91,4.93,4.99,5.0,4.88,4.87,f,3,0,3,0,1.71
3880,Thea,within a few hours,100%,61%,t,3.0,4.0,"['email', 'phone', 'work_email']",t,Noe Valley,Private room,2,1.5,1.0,1.0,$82.00,2,7,2.0,2.0,7.0,7.0,2.0,7.0,t,22,50,80,169,60,10,0,169,12,110,9020.0,4.95,4.93,4.88,4.95,4.97,4.95,4.9,f,3,0,3,0,1.39
3881,Thea,within a few hours,100%,61%,t,3.0,4.0,"['email', 'phone', 'work_email']",t,Noe Valley,Private room,4,1.5,2.0,2.0,$163.00,2,7,2.0,2.0,7.0,7.0,2.0,7.0,t,22,50,80,169,10,0,0,169,0,0,0.0,4.7,4.7,5.0,5.0,4.7,4.9,4.6,f,3,0,3,0,0.28
3882,Sarah,within a few hours,100%,88%,t,1.0,1.0,"['email', 'phone']",t,Western Addition,Entire home/apt,2,1.0,1.0,1.0,$276.00,4,14,3.0,4.0,14.0,14.0,4.0,14.0,t,1,22,52,141,92,10,0,141,12,110,30360.0,4.93,4.95,4.95,4.93,4.93,4.86,4.88,f,1,1,0,0,0.98
3883,Andrew,within an hour,100%,89%,t,1.0,1.0,"['email', 'phone']",f,Inner Richmond,Entire home/apt,5,2.0,3.0,3.0,$637.00,2,10,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,22,52,77,342,31,16,1,283,13,176,112112.0,4.97,5.0,5.0,4.94,5.0,4.9,4.84,f,1,1,0,0,1.19
3884,Patty,within an hour,100%,68%,t,1.0,5.0,"['email', 'phone']",t,Western Addition,Entire home/apt,5,1.0,2.0,3.0,$200.00,1,365,1.0,21.0,365.0,365.0,5.9,365.0,t,0,0,13,74,23,9,0,14,8,99,19800.0,4.91,4.91,4.74,4.83,4.91,4.87,4.83,f,1,1,0,0,1.04
3885,Matthew,within a few hours,100%,98%,t,1.0,1.0,"['email', 'phone']",t,Bernal Heights,Private room,2,1.0,2.0,2.0,$78.00,4,12,4.0,4.0,12.0,12.0,4.0,12.0,t,5,11,25,78,307,30,3,78,32,255,19890.0,4.98,4.99,4.97,4.98,4.98,4.88,4.91,f,1,0,1,0,2.0
3886,Cory,within an hour,100%,100%,t,3.0,5.0,"['email', 'phone', 'work_email']",t,Castro/Upper Market,Entire home/apt,4,1.0,1.0,2.0,$279.00,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,5,21,34,276,208,65,4,217,55,255,71145.0,4.95,4.96,4.93,4.9,4.97,4.97,4.8,f,2,2,0,0,2.56
3887,Cory,within an hour,100%,100%,t,3.0,5.0,"['email', 'phone', 'work_email']",t,Castro/Upper Market,Entire home/apt,4,,2.0,,,2,14,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,0,0,0,0,44,10,0,0,11,110,,4.98,4.98,4.98,4.82,4.91,4.91,4.77,f,2,2,0,0,1.25
3888,Sasha,within an hour,100%,100%,t,1.0,3.0,"['email', 'phone']",t,Mission,Entire home/apt,2,1.0,0.0,1.0,$151.00,2,29,2.0,2.0,29.0,29.0,2.0,29.0,t,13,18,45,224,76,26,2,224,23,255,38505.0,4.89,4.95,4.96,4.92,4.95,4.99,4.74,f,1,1,0,0,2.36
